Date : 2022-03-11 13:22:45
Directory : /home/lqf/cpp/Itachi
Total : 99 files,  23241 codes, 5018 comments, 3912 blanks, all 32171 lines

Languages
+-------------+------------+------------+------------+------------+------------+
| language    | files      | code       | comment    | blank      | total      |
+-------------+------------+------------+------------+------------+------------+
| C++         |         53 |     20,350 |      4,667 |      3,079 |     28,096 |
| Makefile    |          4 |        887 |        293 |        461 |      1,641 |
| CMake       |         36 |        795 |          0 |        155 |        950 |
| Log         |          1 |        464 |          0 |         57 |        521 |
| C           |          2 |        448 |         50 |         99 |        597 |
| CMake Cache |          1 |        257 |          0 |         60 |        317 |
| JSON        |          1 |         31 |          0 |          0 |         31 |
| Markdown    |          1 |          9 |          8 |          1 |         18 |
+-------------+------------+------------+------------+------------+------------+

Directories
+------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                           | files      | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                              |         99 |     23,241 |      5,018 |      3,912 |     32,171 |
| build                                                                                          |         46 |      3,643 |        395 |        928 |      4,966 |
| build/CMakeFiles                                                                               |         10 |      1,891 |        102 |        297 |      2,290 |
| build/CMakeFiles/3.6.2                                                                         |          5 |        926 |        102 |        221 |      1,249 |
| build/CMakeFiles/3.6.2/CompilerIdC                                                             |          1 |        417 |         50 |         95 |        562 |
| build/CMakeFiles/3.6.2/CompilerIdCXX                                                           |          1 |        390 |         52 |         92 |        534 |
| build/src                                                                                      |         16 |        771 |        135 |        301 |      1,207 |
| build/src/Base                                                                                 |          8 |        346 |         63 |        137 |        546 |
| build/src/Base/CMakeFiles                                                                      |          6 |         95 |          0 |         18 |        113 |
| build/src/Base/CMakeFiles/ITACHI_BASE.dir                                                      |          2 |         40 |          0 |          6 |         46 |
| build/src/Base/CMakeFiles/ITACHI_BASE_STATIC.dir                                               |          3 |         43 |          0 |          7 |         50 |
| build/src/Net                                                                                  |          8 |        425 |         72 |        164 |        661 |
| build/src/Net/CMakeFiles                                                                       |          6 |        111 |          0 |         18 |        129 |
| build/src/Net/CMakeFiles/ITACHI_NET.dir                                                        |          2 |         48 |          0 |          6 |         54 |
| build/src/Net/CMakeFiles/ITACHI_NET_STATIC.dir                                                 |          3 |         51 |          0 |          7 |         58 |
| build/test                                                                                     |         17 |        546 |         78 |        186 |        810 |
| build/test/CMakeFiles                                                                          |         15 |        271 |          0 |         47 |        318 |
| build/test/CMakeFiles/buffer_test.dir                                                          |          2 |         37 |          0 |          6 |         43 |
| build/test/CMakeFiles/config_test.dir                                                          |          2 |         37 |          0 |          6 |         43 |
| build/test/CMakeFiles/eventloop_test.dir                                                       |          2 |         37 |          0 |          6 |         43 |
| build/test/CMakeFiles/httpServer_test.dir                                                      |          2 |         37 |          0 |          6 |         43 |
| build/test/CMakeFiles/logger_test.dir                                                          |          2 |         37 |          0 |          6 |         43 |
| build/test/CMakeFiles/tcpserver_test.dir                                                       |          2 |         37 |          0 |          6 |         43 |
| build/test/CMakeFiles/threapool_test.dir                                                       |          2 |         37 |          0 |          6 |         43 |
| src                                                                                            |         44 |     19,323 |      4,470 |      2,922 |     26,715 |
| src/Base                                                                                       |         23 |     17,622 |      4,224 |      2,811 |     24,657 |
| src/Base/include                                                                               |         16 |     16,786 |      4,030 |      2,746 |     23,562 |
| src/Base/src                                                                                   |          7 |        836 |        194 |         65 |      1,095 |
| src/Net                                                                                        |         21 |      1,701 |        246 |        111 |      2,058 |
| src/Net/include                                                                                |         11 |        844 |        128 |         75 |      1,047 |
| src/Net/src                                                                                    |         10 |        857 |        118 |         36 |      1,011 |
| test                                                                                           |          7 |        235 |        145 |         61 |        441 |
+------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------------+-------------+------------+------------+------------+------------+
| filename                                                                                       | language    | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------+-------------+------------+------------+------------+------------+
| /home/lqf/cpp/Itachi/README.md                                                                 | Markdown    |          9 |          8 |          1 |         18 |
| /home/lqf/cpp/Itachi/build/CMakeCache.txt                                                      | CMake Cache |        257 |          0 |         60 |        317 |
| /home/lqf/cpp/Itachi/build/CMakeFiles/3.6.2/CMakeCCompiler.cmake                               | CMake       |         54 |          0 |         14 |         68 |
| /home/lqf/cpp/Itachi/build/CMakeFiles/3.6.2/CMakeCXXCompiler.cmake                             | CMake       |         55 |          0 |         14 |         69 |
| /home/lqf/cpp/Itachi/build/CMakeFiles/3.6.2/CMakeSystem.cmake                                  | CMake       |         10 |          0 |          6 |         16 |
| /home/lqf/cpp/Itachi/build/CMakeFiles/3.6.2/CompilerIdC/CMakeCCompilerId.c                     | C           |        417 |         50 |         95 |        562 |
| /home/lqf/cpp/Itachi/build/CMakeFiles/3.6.2/CompilerIdCXX/CMakeCXXCompilerId.cpp               | C++         |        390 |         52 |         92 |        534 |
| /home/lqf/cpp/Itachi/build/CMakeFiles/CMakeDirectoryInformation.cmake                          | CMake       |         12 |          0 |          5 |         17 |
| /home/lqf/cpp/Itachi/build/CMakeFiles/CMakeOutput.log                                          | Log         |        464 |          0 |         57 |        521 |
| /home/lqf/cpp/Itachi/build/CMakeFiles/Makefile.cmake                                           | CMake       |         56 |          0 |          6 |         62 |
| /home/lqf/cpp/Itachi/build/CMakeFiles/feature_tests.c                                          | C           |         31 |          0 |          4 |         35 |
| /home/lqf/cpp/Itachi/build/CMakeFiles/feature_tests.cxx                                        | C++         |        402 |          0 |          4 |        406 |
| /home/lqf/cpp/Itachi/build/Makefile                                                            | Makefile    |        134 |         80 |         75 |        289 |
| /home/lqf/cpp/Itachi/build/cmake_install.cmake                                                 | CMake       |         44 |          0 |          9 |         53 |
| /home/lqf/cpp/Itachi/build/src/Base/CMakeFiles/CMakeDirectoryInformation.cmake                 | CMake       |         12 |          0 |          5 |         17 |
| /home/lqf/cpp/Itachi/build/src/Base/CMakeFiles/ITACHI_BASE.dir/DependInfo.cmake                | CMake       |         25 |          0 |          4 |         29 |
| /home/lqf/cpp/Itachi/build/src/Base/CMakeFiles/ITACHI_BASE.dir/cmake_clean.cmake               | CMake       |         15 |          0 |          2 |         17 |
| /home/lqf/cpp/Itachi/build/src/Base/CMakeFiles/ITACHI_BASE_STATIC.dir/DependInfo.cmake         | CMake       |         25 |          0 |          4 |         29 |
| /home/lqf/cpp/Itachi/build/src/Base/CMakeFiles/ITACHI_BASE_STATIC.dir/cmake_clean.cmake        | CMake       |         15 |          0 |          2 |         17 |
| /home/lqf/cpp/Itachi/build/src/Base/CMakeFiles/ITACHI_BASE_STATIC.dir/cmake_clean_target.cmake | CMake       |          3 |          0 |          1 |          4 |
| /home/lqf/cpp/Itachi/build/src/Base/Makefile                                                   | Makefile    |        222 |         63 |        113 |        398 |
| /home/lqf/cpp/Itachi/build/src/Base/cmake_install.cmake                                        | CMake       |         29 |          0 |          6 |         35 |
| /home/lqf/cpp/Itachi/build/src/Net/CMakeFiles/CMakeDirectoryInformation.cmake                  | CMake       |         12 |          0 |          5 |         17 |
| /home/lqf/cpp/Itachi/build/src/Net/CMakeFiles/ITACHI_NET.dir/DependInfo.cmake                  | CMake       |         30 |          0 |          4 |         34 |
| /home/lqf/cpp/Itachi/build/src/Net/CMakeFiles/ITACHI_NET.dir/cmake_clean.cmake                 | CMake       |         18 |          0 |          2 |         20 |
| /home/lqf/cpp/Itachi/build/src/Net/CMakeFiles/ITACHI_NET_STATIC.dir/DependInfo.cmake           | CMake       |         30 |          0 |          4 |         34 |
| /home/lqf/cpp/Itachi/build/src/Net/CMakeFiles/ITACHI_NET_STATIC.dir/cmake_clean.cmake          | CMake       |         18 |          0 |          2 |         20 |
| /home/lqf/cpp/Itachi/build/src/Net/CMakeFiles/ITACHI_NET_STATIC.dir/cmake_clean_target.cmake   | CMake       |          3 |          0 |          1 |          4 |
| /home/lqf/cpp/Itachi/build/src/Net/Makefile                                                    | Makefile    |        285 |         72 |        140 |        497 |
